time;WT4B_WT_controlMeasurements_PPu;WT4B_WT_controlMeasurements_QPu;WT4B_WT_controlMeasurements_UPu;WT4B_WT_terminal_V_re;WT4B_WT_terminal_V_im;WT4B_WT_terminal_i_re;WT4B_WT_terminal_i_im;WT4B_WT_gridProtection_fOCB;
6.016602;0.401953;0.025851;0.791538;0.784772;0.103273;-0.507733;-0.033875;-1.000000;
6.017114;0.403201;0.031264;0.793252;0.786472;0.103489;-0.509087;-0.027236;-1.000000;
6.017626;0.404438;0.036596;0.794932;0.788139;0.103703;-0.510428;-0.020729;-1.000000;
6.018138;0.405660;0.041827;0.796574;0.789767;0.103917;-0.511754;-0.014375;-1.000000;
6.018650;0.406865;0.046943;0.798172;0.791351;0.104130;-0.513062;-0.008191;-1.000000;
6.019674;0.409212;0.056758;0.801221;0.794370;0.104549;-0.515612;0.003589;-1.000000;
6.020698;0.411466;0.065965;0.804058;0.797178;0.104961;-0.518068;0.014536;-1.000000;
6.021722;0.413617;0.074501;0.806669;0.799759;0.105362;-0.520418;0.024593;-1.000000;
6.022746;0.415658;0.082324;0.809046;0.802105;0.105754;-0.522656;0.033726;-1.000000;
6.023770;0.417584;0.089411;0.811185;0.804212;0.106133;-0.524779;0.041922;-1.000000;
6.024692;0.419219;0.095153;0.812909;0.805907;0.106466;-0.526591;0.048504;-1.000000;
6.025521;0.420611;0.099810;0.814299;0.807271;0.106757;-0.528143;0.053796;-1.000000;
6.026351;0.421930;0.103994;0.815542;0.808487;0.107040;-0.529622;0.058508;-1.000000;
6.027180;0.423177;0.107719;0.816644;0.809562;0.107316;-0.531030;0.062664;-1.000000;
6.028010;0.424356;0.111005;0.817612;0.810502;0.107586;-0.532371;0.066291;-1.000000;
6.028839;0.425471;0.113873;0.818452;0.811315;0.107849;-0.533649;0.069418;-1.000000;
6.029669;0.426524;0.116349;0.819174;0.812009;0.108105;-0.534866;0.072077;-1.000000;
6.030498;0.427521;0.118457;0.819784;0.812592;0.108356;-0.536028;0.074300;-1.000000;
6.032157;0.429366;0.121715;0.820718;0.813469;0.108842;-0.538205;0.077613;-1.000000;
6.033816;0.431034;0.123835;0.821311;0.814005;0.109310;-0.540210;0.079588;-1.000000;
6.035475;0.432556;0.125017;0.821625;0.814260;0.109763;-0.542072;0.080462;-1.000000;
6.037134;0.433962;0.125451;0.821717;0.814294;0.110204;-0.543820;0.080462;-1.000000;
6.038792;0.435279;0.125314;0.821639;0.814157;0.110636;-0.545481;0.079793;-1.000000;
6.040451;0.436530;0.124760;0.821437;0.813895;0.111060;-0.547077;0.078636;-1.000000;
6.042110;0.437736;0.123920;0.821150;0.813547;0.111480;-0.548629;0.077142;-1.000000;
6.043769;0.438913;0.122903;0.820810;0.813147;0.111897;-0.550152;0.075438;-1.000000;
6.045428;0.440076;0.121796;0.820442;0.812719;0.112311;-0.551661;0.073627;-1.000000;
6.047087;0.441235;0.120667;0.820067;0.812283;0.112726;-0.553165;0.071786;-1.000000;
6.048746;0.442396;0.119564;0.819700;0.811854;0.113140;-0.554672;0.069974;-1.000000;
6.050405;0.443567;0.118524;0.819351;0.811444;0.113556;-0.556188;0.068231;-1.000000;
6.052063;0.444751;0.117567;0.819026;0.811057;0.113972;-0.557716;0.066583;-1.000000;
6.053722;0.445949;0.116706;0.818729;0.810698;0.114390;-0.559258;0.065045;-1.000000;
6.055381;0.447163;0.115945;0.818462;0.810369;0.114810;-0.560815;0.063623;-1.000000;
6.057040;0.448392;0.115284;0.818224;0.810069;0.115231;-0.562387;0.062315;-1.000000;
6.058699;0.449635;0.114716;0.818014;0.809796;0.115654;-0.563973;0.061114;-1.000000;
6.060358;0.450892;0.114232;0.817828;0.809549;0.116078;-0.565571;0.060011;-1.000000;
6.062017;0.452160;0.113824;0.817665;0.809323;0.116503;-0.567181;0.058994;-1.000000;
6.065335;0.454721;0.113176;0.817389;0.808920;0.117357;-0.570426;0.057154;-1.000000;
6.068652;0.457310;0.112702;0.817164;0.808568;0.118213;-0.573696;0.055511;-1.000000;
6.071970;0.459915;0.112338;0.816970;0.808247;0.119070;-0.576981;0.053990;-1.000000;
6.075288;0.462527;0.112033;0.816794;0.807941;0.119928;-0.580274;0.052531;-1.000000;
6.078606;0.465141;0.111748;0.816622;0.807640;0.120786;-0.583567;0.051089;-1.000000;
6.085241;0.470359;0.111153;0.816269;0.807025;0.122499;-0.590140;0.048154;-1.000000;
6.091877;0.475556;0.110486;0.815890;0.806380;0.124209;-0.596690;0.045105;-1.000000;
6.098512;0.480741;0.109785;0.815497;0.805717;0.125916;-0.603223;0.041986;-1.000000;
6.111783;0.491084;0.108367;0.814695;0.804365;0.129323;-0.616254;0.035645;-1.000000;
6.113438;0.492371;0.108189;0.814594;0.804194;0.129747;-0.617875;0.034844;-1.000000;
6.113438;0.492371;0.108189;0.814594;0.804194;0.129747;-0.617875;0.034844;-1.000000;
6.113439;0.492373;0.108194;0.814595;0.804196;0.129748;-0.617878;0.034850;-1.000000;
6.113440;0.492374;0.108194;0.814595;0.804196;0.129748;-0.617879;0.034849;-1.000000;
6.113442;0.492376;0.108194;0.814595;0.804195;0.129749;-0.617881;0.034848;-1.000000;
6.113446;0.492379;0.108194;0.814595;0.804195;0.129750;-0.617885;0.034846;-1.000000;
6.113454;0.492385;0.108193;0.814594;0.804194;0.129752;-0.617893;0.034843;-1.000000;
6.113470;0.492398;0.108191;0.814593;0.804193;0.129756;-0.617909;0.034835;-1.000000;
6.113502;0.492422;0.108188;0.814591;0.804189;0.129764;-0.617940;0.034819;-1.000000;
6.113566;0.492471;0.108181;0.814587;0.804183;0.129780;-0.618002;0.034789;-1.000000;
6.113694;0.492569;0.108167;0.814580;0.804170;0.129812;-0.618124;0.034727;-1.000000;
6.113950;0.492758;0.108138;0.814564;0.804143;0.129875;-0.618363;0.034606;-1.000000;
6.114462;0.493119;0.108076;0.814532;0.804092;0.129994;-0.618818;0.034366;-1.000000;
6.114974;0.493463;0.108012;0.814499;0.804040;0.130108;-0.619252;0.034130;-1.000000;
6.115486;0.493790;0.107945;0.814467;0.803990;0.130216;-0.619665;0.033899;-1.000000;
6.116510;0.494409;0.107805;0.814401;0.803890;0.130422;-0.620447;0.033444;-1.000000;
6.117534;0.494973;0.107659;0.814335;0.803793;0.130610;-0.621160;0.033005;-1.000000;
6.118558;0.495485;0.107506;0.814269;0.803698;0.130782;-0.621808;0.032580;-1.000000;
6.119582;0.495949;0.107349;0.814204;0.803606;0.130938;-0.622396;0.032172;-1.000000;
6.120606;0.496369;0.107188;0.814139;0.803517;0.131080;-0.622930;0.031778;-1.000000;
6.122654;0.497100;0.106863;0.814011;0.803347;0.131329;-0.623859;0.031035;-1.000000;
6.124702;0.497701;0.106535;0.813888;0.803188;0.131535;-0.624627;0.030348;-1.000000;
6.126750;0.498196;0.106211;0.813769;0.803040;0.131707;-0.625260;0.029711;-1.000000;
6.128798;0.498602;0.105891;0.813655;0.802901;0.131850;-0.625783;0.029121;-1.000000;
6.130846;0.498937;0.105577;0.813545;0.802770;0.131970;-0.626216;0.028570;-1.000000;
6.132894;0.499213;0.105269;0.813440;0.802647;0.132070;-0.626574;0.028054;-1.000000;
6.136990;0.499636;0.104668;0.813238;0.802416;0.132228;-0.627129;0.027098;-1.000000;
6.141086;0.499921;0.104081;0.813046;0.802203;0.132341;-0.627511;0.026222;-1.000000;
6.145182;0.500109;0.103502;0.812859;0.802000;0.132422;-0.627771;0.025400;-1.000000;
6.149278;0.500229;0.102925;0.812676;0.801805;0.132481;-0.627945;0.024612;-1.000000;
6.153374;0.500301;0.102346;0.812494;0.801613;0.132524;-0.628059;0.023842;-1.000000;
6.157470;0.500339;0.101763;0.812312;0.801423;0.132557;-0.628132;0.023084;-1.000000;
6.161566;0.500355;0.101178;0.812129;0.801234;0.132583;-0.628176;0.022331;-1.000000;
6.165662;0.500356;0.100590;0.811947;0.801046;0.132603;-0.628201;0.021583;-1.000000;
6.173854;0.500333;0.099413;0.811582;0.800670;0.132636;-0.628221;0.020093;-1.000000;
6.182046;0.500291;0.098238;0.811218;0.800297;0.132663;-0.628217;0.018614;-1.000000;
6.190238;0.500242;0.097070;0.810857;0.799927;0.132688;-0.628204;0.017146;-1.000000;
6.198430;0.500193;0.095911;0.810498;0.799559;0.132712;-0.628191;0.015687;-1.000000;
6.206622;0.500149;0.094761;0.810141;0.799193;0.132738;-0.628183;0.014236;-1.000000;
6.223006;0.500081;0.092486;0.809433;0.798466;0.132794;-0.628190;0.011354;-1.000000;
6.239390;0.500040;0.090245;0.808734;0.797746;0.132859;-0.628232;0.008497;-1.000000;
6.272158;0.500044;0.085859;0.807358;0.796326;0.133013;-0.628415;0.002852;-1.000000;
6.304926;0.500138;0.081597;0.806014;0.794933;0.133191;-0.628706;-0.002694;-1.000000;
6.335511;0.500249;0.077723;0.804786;0.793659;0.133362;-0.629003;-0.007765;-1.000000;
6.335511;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335512;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335513;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335515;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335519;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335527;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335543;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335575;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335607;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335671;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335726;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335781;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335836;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335891;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.335947;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336002;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336051;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336101;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336146;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336190;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336235;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336280;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336324;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336369;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336414;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336454;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336494;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336534;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336575;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336615;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336655;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336695;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336735;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336776;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336816;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336856;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336896;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.336936;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337017;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337097;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337178;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337258;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337338;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337419;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337499;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337580;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337660;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337741;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337821;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.337901;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338062;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338223;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338380;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338380;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338381;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338382;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338384;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338388;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338396;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338412;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338444;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338508;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338572;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338636;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338700;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338764;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338768;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338768;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338769;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338770;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338772;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338776;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338784;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338800;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338832;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.338896;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.339024;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.339280;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.339536;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.339792;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340048;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340498;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340498;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340499;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340500;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340502;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340506;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340514;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340530;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340562;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340626;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.340754;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.341010;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.341266;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.341522;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.341778;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.342034;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.342290;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.342546;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.342802;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.343058;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.343570;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.344082;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.344594;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.345106;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.345618;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.346130;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.346642;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.347154;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.347666;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.348178;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.348690;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.349202;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.349714;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.350226;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.350738;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.351250;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.351762;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.352274;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.352786;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.353298;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.353810;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.354322;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.354834;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.355346;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.355858;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.356370;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.356882;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.357906;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.358827;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.359749;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.360670;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.361592;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.362514;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.363435;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.364357;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.365278;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.366200;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.367122;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.368043;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.368965;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.369886;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.370808;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.371730;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.372651;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.373573;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.374494;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.375416;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.376338;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.377259;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.378181;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.379102;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.380024;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.380946;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.381867;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.382789;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.383710;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.384632;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.385554;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.386475;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.387397;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.388318;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.389240;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.390162;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.391083;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.392005;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.393848;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.395507;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.397166;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.398825;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.399999;0.000000;-0.000000;0.784090;0.783678;-0.025422;0.000000;0.000000;1.000000;
6.399999;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400000;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400001;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400003;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400007;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400015;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400031;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400063;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400127;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400191;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400319;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400434;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400549;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400664;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400780;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.400895;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.401010;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.401125;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.401240;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.401462;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.401462;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.401463;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.401464;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.401466;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.401470;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.401478;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
6.401494;0.000000;-0.000000;1.073064;1.072196;-0.043153;0.000000;0.000000;1.000000;
